fips,state_abbr,county_name,ur_code,ur_label,is_urban,park_access_pct,inactivity_rate,obesity_rate,smoking_rate,life_expectancy,inactivity_zscore,le_deficit,park_quartile
13065,GA,Clinch,6,Non-core (rural),0,42.1,34.4,41.9,21.5,69.829770755,1.7920330902683783,6.150941388000007,Q4 (highest)
13067,GA,Cobb,2,Large fringe metro,1,29.8,21.6,29.6,10.3,79.501436325,-0.8250940108177964,-3.520724181999995,Q1 (lowest)
13069,GA,Coffee,5,Micropolitan,0,42.5,34.6,39.3,20.9,72.356170105,1.8329257012228504,3.6245420380000013,Q4 (highest)
13071,GA,Colquitt,5,Micropolitan,0,41.8,35.0,35.8,19.4,72.508748864,1.914710923131793,3.4719632790000077,Q4 (highest)
13073,GA,Columbia,3,Medium metro,1,34.4,24.3,32.8,11.9,79.001643685,-0.27304376293243143,-3.0209315419999996,Q1 (lowest)
13075,GA,Cook,6,Non-core (rural),0,38.4,32.6,37.6,20.1,72.909471246,1.4239995916781354,3.07124089700001,Q3
13077,GA,Coweta,2,Large fringe metro,1,33.300000000000004,24.1,35.2,12.3,76.940917433,-0.3139363738869028,-0.9602052899999904,Q1 (lowest)
13079,GA,Crawford,4,Small metro,1,38.6,30.4,36.9,17.1,72.14512144,0.9741808711789485,3.8355907030000083,Q3
13081,GA,Crisp,5,Micropolitan,0,43.0,35.3,44.6,20.4,70.675949577,1.9760498395634996,5.304762566000008,Q4 (highest)
13083,GA,Dade,3,Medium metro,1,35.2,25.0,35.2,15.8,73.894738345,-0.12991962459178139,2.085973798000012,Q2
13085,GA,Dawson,2,Large fringe metro,1,32.5,23.5,31.5,12.9,77.282162353,-0.43661420675031754,-1.3014502099999987,Q1 (lowest)
13087,GA,Decatur,5,Micropolitan,0,38.2,34.6,42.4,19.4,71.859581287,1.8329257012228504,4.121130856000008,Q3
13089,GA,DeKalb,2,Large fringe metro,1,32.9,22.3,31.8,11.4,78.874459753,-0.6819698724771464,-2.8937476099999913,Q1 (lowest)
13091,GA,Dodge,6,Non-core (rural),0,37.6,33.8,40.4,19.1,72.046470696,1.6693552574049635,3.934241447000005,Q2
13093,GA,Dooly,6,Non-core (rural),0,41.1,32.8,41.1,18.4,74.409830901,1.464892202632606,1.5708812419999987,Q4 (highest)
13095,GA,Dougherty,4,Small metro,1,41.6,34.1,42.7,17.7,71.411954872,1.7306941738366717,4.56875727100001,Q4 (highest)
13097,GA,Douglas,2,Large fringe metro,1,35.8,26.9,35.9,13.5,76.054062492,0.2585601794756974,-0.07335034899999471,Q2
13099,GA,Early,6,Non-core (rural),0,42.7,34.3,41.1,19.5,70.125418582,1.7715867847911422,5.8552935610000105,Q4 (highest)
13101,GA,Echols,4,Small metro,1,38.4,30.1,38.3,16.3,76.405207837,0.9128419547472418,-0.42449569400000087,Q3
13103,GA,Effingham,3,Medium metro,1,37.5,24.2,37.9,14.1,75.551954612,-0.2934900684096675,0.42875753100000225,Q2
13105,GA,Elbert,6,Non-core (rural),0,38.0,32.7,38.3,18.3,72.61503431,1.4444458971553715,3.3656778330000066,Q3
13107,GA,Emanuel,6,Non-core (rural),0,41.3,35.9,42.7,20.3,70.86292556,2.0987276724269144,5.1177865830000115,Q4 (highest)
13109,GA,Evans,6,Non-core (rural),0,41.8,35.2,42.4,19.2,71.408254348,1.955603534086265,4.572457795000005,Q4 (highest)
13111,GA,Fannin,6,Non-core (rural),0,32.9,26.8,38.2,16.1,74.843496735,0.23811387399846212,1.137215408000003,Q1 (lowest)
13113,GA,Fayette,2,Large fringe metro,1,29.3,21.2,30.6,9.6,79.589645373,-0.9068792327267398,-3.608933229999991,Q1 (lowest)
13115,GA,Floyd,4,Small metro,1,39.0,28.1,37.3,16.0,73.245824449,0.503915845202527,2.734887694000008,Q3
13117,GA,Forsyth,2,Large fringe metro,1,25.5,19.6,26.8,9.2,81.302342304,-1.2340201203625112,-5.321630161000002,Q1 (lowest)
13119,GA,Franklin,6,Non-core (rural),0,37.7,30.8,39.4,17.9,72.694273352,1.0559660930878918,3.286438791000009,Q3
13121,GA,Fulton,1,Large central metro,1,29.0,20.0,28.1,9.9,78.07800062,-1.1522348984535686,-2.097288476999992,Q1 (lowest)
13123,GA,Gilmer,6,Non-core (rural),0,35.3,28.8,34.1,15.0,75.400531856,0.647039983543177,0.5801802870000046,Q2
13125,GA,Glascock,6,Non-core (rural),0,35.2,29.0,37.2,18.1,73.3835795,0.6879325944976483,2.597132643000009,Q2
13127,GA,Glynn,4,Small metro,1,35.4,28.2,35.1,15.0,75.423944665,0.5243621506797622,0.5567674780000118,Q2
13129,GA,Gordon,5,Micropolitan,0,37.2,30.7,35.3,17.3,73.769364459,1.0355197876106559,2.2113476840000033,Q2
13131,GA,Grady,6,Non-core (rural),0,40.400000000000006,35.8,38.5,17.9,74.751869679,2.0782813669496782,1.2288424640000102,Q4 (highest)
13133,GA,Greene,6,Non-core (rural),0,37.3,24.3,34.5,12.1,77.561889051,-0.27304376293243143,-1.5811769079999891,Q2
13135,GA,Gwinnett,2,Large fringe metro,1,31.3,27.3,34.5,11.5,79.634367622,0.34034540138464087,-3.653655478999994,Q1 (lowest)
13137,GA,Habersham,5,Micropolitan,0,32.2,27.0,32.2,15.6,75.389130559,0.27900648495293345,0.5915815840000107,Q1 (lowest)
13139,GA,Hall,4,Small metro,1,38.7,28.3,32.5,14.0,77.665657356,0.5448084561569982,-1.6849452129999918,Q3
13141,GA,Hancock,5,Micropolitan,0,43.6,40.0,45.1,21.9,71.070746947,2.93702619699358,4.909965196000002,Q4 (highest)
13143,GA,Haralson,2,Large fringe metro,1,33.800000000000004,26.0,36.2,17.4,72.330539964,0.07454343018057603,3.650172179000009,Q1 (lowest)
13145,GA,Harris,3,Medium metro,1,33.0,21.3,32.4,12.2,78.376071147,-0.8864329272495037,-2.3953590039999995,Q1 (lowest)
13147,GA,Hart,6,Non-core (rural),0,35.9,29.4,35.2,16.6,75.443403629,0.769717816406591,0.5373085140000029,Q2
13149,GA,Heard,2,Large fringe metro,1,36.0,30.6,35.3,18.5,72.938886971,1.0150734821334206,3.041825172000003,Q2
13151,GA,Henry,2,Large fringe metro,1,37.9,25.0,44.7,12.9,76.018888304,-0.12991962459178139,-0.038176160999995545,Q3
13153,GA,Houston,4,Small metro,1,37.8,24.6,39.7,13.0,75.355928953,-0.21170484650072408,0.6247831900000023,Q3
13155,GA,Irwin,6,Non-core (rural),0,38.8,31.9,40.4,18.3,72.284316813,1.2808754533374846,3.6963953300000014,Q3
13157,GA,Jackson,5,Micropolitan,0,31.9,25.6,32.5,14.6,75.451335653,-0.007241791728366645,0.5293764900000042,Q1 (lowest)
13159,GA,Jasper,2,Large fringe metro,1,38.5,29.0,36.6,17.3,74.06806166,0.6879325944976483,1.9126504830000073,Q3
13161,GA,Jeff Davis,6,Non-core (rural),0,41.5,35.7,40.4,20.6,71.964646319,2.057835061472444,4.016065824000009,Q4 (highest)
13163,GA,Jefferson,6,Non-core (rural),0,43.6,35.3,41.3,20.3,70.178974438,1.9760498395634996,5.801737705000008,Q4 (highest)
13165,GA,Jenkins,6,Non-core (rural),0,43.3,36.6,42.6,21.9,72.973053154,2.241851810767565,3.0076589890000065,Q4 (highest)
13167,GA,Johnson,5,Micropolitan,0,42.4,35.7,43.5,21.9,72.649629511,2.057835061472444,3.3310826320000047,Q4 (highest)
13169,GA,Jones,4,Small metro,1,36.7,30.0,39.4,16.1,76.439852509,0.8923956492700058,-0.45914036599999974,Q2
13171,GA,Lamar,2,Large fringe metro,1,38.4,28.6,37.1,15.5,72.53303736,0.6061473725887057,3.4476747830000107,Q3
13173,GA,Lanier,4,Small metro,1,41.6,33.7,40.9,19.7,74.930220914,1.648908951927729,1.0504912290000021,Q4 (highest)
13175,GA,Laurens,5,Micropolitan,0,40.6,32.8,44.1,18.1,71.158086497,1.464892202632606,4.822625646000006,Q4 (highest)
13177,GA,Lee,4,Small metro,1,34.8,23.0,39.2,13.1,74.715822533,-0.5388457341364963,1.2648896100000115,Q1 (lowest)
13179,GA,Liberty,4,Small metro,1,38.3,27.9,32.3,15.4,73.594444598,0.46302323424805486,2.3862675450000097,Q3
13181,GA,Lincoln,3,Medium metro,1,38.6,33.1,38.0,18.0,75.122371491,1.526231119064314,0.8583406520000096,Q3
13183,GA,Long,4,Small metro,1,37.9,29.7,38.4,16.8,78.593334265,0.8310567328382984,-2.6126221219999906,Q3
13185,GA,Lowndes,4,Small metro,1,39.900000000000006,29.9,38.7,15.0,74.393905938,0.8719493437927698,1.586806205000002,Q3
13187,GA,Lumpkin,6,Non-core (rural),0,33.5,24.8,31.0,15.4,75.881834153,-0.17081223554625274,0.09887799000000541,Q1 (lowest)
13189,GA,McDuffie,3,Medium metro,1,39.4,32.3,38.9,17.3,71.867477616,1.3626606752464274,4.113234527000003,Q3
13191,GA,McIntosh,4,Small metro,1,38.7,33.5,40.9,19.2,76.771336242,1.6080163409732569,-0.7906240989999986,Q3
13193,GA,Macon,6,Non-core (rural),0,43.1,41.4,43.9,23.2,72.565562444,3.22327447367488,3.415149699000011,Q4 (highest)
13195,GA,Madison,4,Small metro,1,37.1,31.8,38.1,18.2,75.131209944,1.2604291478602494,0.8495021989999998,Q2
13197,GA,Marion,3,Medium metro,1,36.5,34.5,38.6,18.5,73.852646939,1.8124793957456142,2.128065204000009,Q2
13199,GA,Meriwether,2,Large fringe metro,1,42.0,32.9,41.3,18.6,71.108497639,1.485338508109842,4.872214503999999,Q4 (highest)
13201,GA,Miller,6,Non-core (rural),0,38.5,34.4,42.4,18.7,67.73211304,1.7920330902683783,8.248599103000004,Q3
13205,GA,Mitchell,6,Non-core (rural),0,42.2,33.5,45.1,19.3,72.793653947,1.6080163409732569,3.1870581960000095,Q4 (highest)
13207,GA,Monroe,4,Small metro,1,37.4,25.9,34.7,14.2,75.736114558,0.05409712470334001,0.24459758500000817,Q2
13209,GA,Montgomery,5,Micropolitan,0,39.5,31.5,40.0,17.0,73.166362421,1.1990902314285419,2.814349722000003,Q3
13211,GA,Morgan,2,Large fringe metro,1,33.6,23.2,31.6,13.0,75.839388854,-0.49795312318202495,0.1413232889999989,Q1 (lowest)
13213,GA,Murray,4,Small metro,1,35.6,28.4,41.2,17.0,73.105515335,0.5652547616342336,2.8751968079999983,Q2
13215,GA,Muscogee,3,Medium metro,1,40.6,29.4,40.3,15.1,72.286742841,0.769717816406591,3.6939693019999993,Q4 (highest)
13217,GA,Newton,2,Large fringe metro,1,40.2,30.0,42.4,14.8,74.229378946,0.8923956492700058,1.7513331970000081,Q3
13219,GA,Oconee,4,Small metro,1,28.4,17.3,28.8,9.4,79.945875219,-1.7042851463389335,-3.965163075999996,Q1 (lowest)
13221,GA,Oglethorpe,4,Small metro,1,34.1,26.8,36.0,15.4,76.602112968,0.23811387399846212,-0.6214008249999949,Q1 (lowest)
13223,GA,Paulding,2,Large fringe metro,1,36.4,23.0,37.7,12.7,77.482225897,-0.5388457341364963,-1.5015137540000012,Q2
13225,GA,Peach,4,Small metro,1,39.8,29.0,39.3,15.2,72.27465345,0.6879325944976483,3.706058693000003,Q3
13227,GA,Pickens,2,Large fringe metro,1,30.8,24.6,34.7,15.1,76.548891567,-0.21170484650072408,-0.5681794239999931,Q1 (lowest)
13229,GA,Pierce,5,Micropolitan,0,36.8,29.4,36.4,18.2,70.992132439,0.769717816406591,4.988579704000003,Q2
13231,GA,Pike,2,Large fringe metro,1,32.800000000000004,25.4,36.0,14.9,73.901020311,-0.048134402682838716,2.079691832000009,Q1 (lowest)
13233,GA,Polk,5,Micropolitan,0,37.2,31.4,40.4,17.9,71.277747839,1.178643925951306,4.702964304000005,Q2
13235,GA,Pulaski,4,Small metro,1,42.3,32.5,40.8,18.9,76.055636435,1.4035532862008995,-0.07492429199999151,Q4 (highest)
13237,GA,Putnam,6,Non-core (rural),0,37.6,30.6,39.4,15.5,75.421578398,1.0150734821334206,0.5591337450000111,Q2
13239,GA,Quitman,6,Non-core (rural),0,41.2,35.3,42.3,20.9,68.617451598,1.9760498395634996,7.363260545000003,Q4 (highest)
13241,GA,Rabun,6,Non-core (rural),0,33.300000000000004,26.2,34.2,14.6,74.657011199,0.11543604113504738,1.3237009440000094,Q1 (lowest)
13243,GA,Randolph,6,Non-core (rural),0,48.9,42.6,45.6,21.1,72.282204309,3.46863013940171,3.6985078340000115,Q4 (highest)
13245,GA,Richmond,3,Medium metro,1,40.7,30.5,37.2,16.8,72.115250699,0.9946271766561845,3.8654614440000046,Q4 (highest)
13247,GA,Rockdale,2,Large fringe metro,1,41.3,30.2,39.0,14.1,75.429435204,0.9332882602244771,0.5512769390000045,Q4 (highest)
13249,GA,Schley,5,Micropolitan,0,37.4,27.6,37.2,16.4,77.290874126,0.4016843178163482,-1.3101619830000004,Q2
13251,GA,Screven,6,Non-core (rural),0,38.9,31.2,40.0,18.2,71.753225392,1.1377513149968346,4.227486751000001,Q3
13253,GA,Seminole,6,Non-core (rural),0,37.3,33.3,40.0,17.0,72.501209474,1.5671237300187848,3.4795026689999986,Q2
13255,GA,Spalding,2,Large fringe metro,1,36.2,31.2,39.7,17.0,72.280728025,1.1377513149968346,3.6999841180000033,Q2
13257,GA,Stephens,5,Micropolitan,0,33.4,30.8,38.8,18.6,71.88456796,1.0559660930878918,4.096144183000007,Q1 (lowest)
13259,GA,Stewart,6,Non-core (rural),0,43.6,39.2,41.6,20.7,73.49096759,2.773455753175695,2.4897445530000084,Q4 (highest)
13261,GA,Sumter,5,Micropolitan,0,40.7,32.9,39.5,16.4,72.438854461,1.485338508109842,3.541857682,Q4 (highest)
13263,GA,Talbot,6,Non-core (rural),0,42.5,34.5,43.1,18.7,72.847629344,1.8124793957456142,3.1330827990000074,Q4 (highest)
13265,GA,Taliaferro,6,Non-core (rural),0,41.9,34.0,41.8,19.0,73.542706094,1.7102478683594355,2.438006049000009,Q4 (highest)
13267,GA,Tattnall,6,Non-core (rural),0,42.3,34.4,40.8,20.5,73.088852929,1.7920330902683783,2.8918592140000072,Q4 (highest)
13269,GA,Taylor,6,Non-core (rural),0,44.3,36.0,42.5,22.4,73.814568216,2.1191739779041505,2.1661439270000074,Q4 (highest)
13271,GA,Telfair,6,Non-core (rural),0,42.7,40.6,43.0,22.9,74.600055877,3.059704029856995,1.3806562660000026,Q4 (highest)
13273,GA,Terrell,4,Small metro,1,44.0,37.9,43.6,21.9,71.774417473,2.507653781971629,4.2062946700000055,Q4 (highest)
13275,GA,Thomas,5,Micropolitan,0,39.0,29.1,39.2,16.3,73.155935334,0.7083788999748843,2.8247768089999994,Q3
13277,GA,Tift,5,Micropolitan,0,40.5,32.4,39.7,17.5,72.488628823,1.3831069807236633,3.492083320000006,Q4 (highest)
13279,GA,Toombs,5,Micropolitan,0,41.7,32.9,40.9,17.9,71.183440469,1.485338508109842,4.797271674000001,Q4 (highest)
13281,GA,Towns,6,Non-core (rural),0,33.1,23.9,31.9,14.5,77.449518043,-0.3548289848413749,-1.4688058999999924,Q1 (lowest)
13283,GA,Treutlen,6,Non-core (rural),0,42.9,36.9,41.2,22.5,71.031881301,2.3031907271992718,4.948830842000007,Q4 (highest)
13285,GA,Troup,5,Micropolitan,0,44.0,32.0,35.9,16.9,73.00612865,1.3013217588147206,2.9745834930000115,Q4 (highest)
13287,GA,Turner,6,Non-core (rural),0,40.5,36.2,44.4,21.1,71.987649735,2.1600665888586223,3.993062408,Q4 (highest)
13289,GA,Twiggs,4,Small metro,1,37.2,33.9,39.7,18.4,71.233161266,1.6898015628821994,4.747550877000009,Q2
13291,GA,Union,6,Non-core (rural),0,34.300000000000004,28.4,34.8,15.3,78.115255715,0.5652547616342336,-2.1345435719999983,Q1 (lowest)
13293,GA,Upson,5,Micropolitan,0,38.1,31.3,39.2,18.8,70.285793303,1.1581976204740707,5.69491884,Q3
13295,GA,Walker,3,Medium metro,1,36.7,28.4,38.0,17.0,73.929967513,0.5652547616342336,2.050744630000011,Q2
13297,GA,Walton,2,Large fringe metro,1,35.6,27.0,38.3,14.9,75.253402238,0.27900648495293345,0.7273099049999985,Q2
13299,GA,Ware,5,Micropolitan,0,42.7,36.6,41.3,20.0,70.445160779,2.241851810767565,5.535551364,Q4 (highest)
13301,GA,Warren,6,Non-core (rural),0,43.1,34.5,43.8,18.6,72.599707434,1.8124793957456142,3.3810047090000097,Q4 (highest)
13303,GA,Washington,6,Non-core (rural),0,42.7,33.5,43.0,19.6,72.462101487,1.6080163409732569,3.518610656000007,Q4 (highest)
13305,GA,Wayne,5,Micropolitan,0,39.2,32.6,43.0,20.0,71.65860761,1.4239995916781354,4.322104533000001,Q3
13307,GA,Webster,6,Non-core (rural),0,42.6,33.4,42.5,18.5,80.362032747,1.5875700354960207,-4.3813206039999955,Q4 (highest)
13309,GA,Wheeler,6,Non-core (rural),0,43.5,35.0,41.3,21.6,76.938077967,1.914710923131793,-0.9573658239999929,Q4 (highest)
13311,GA,White,6,Non-core (rural),0,31.4,26.3,35.2,15.4,75.646281542,0.1358823466122834,0.3344306010000082,Q1 (lowest)
13313,GA,Whitfield,4,Small metro,1,36.6,31.9,37.9,15.6,75.703502087,1.2808754533374846,0.27721005600000126,Q2
13315,GA,Wilcox,6,Non-core (rural),0,40.9,35.0,42.6,20.2,71.264768969,1.914710923131793,4.715943174000003,Q4 (highest)
13317,GA,Wilkes,6,Non-core (rural),0,41.8,32.9,40.6,18.6,73.177290464,1.485338508109842,2.80342167900001,Q4 (highest)
13319,GA,Wilkinson,6,Non-core (rural),0,41.0,32.1,41.1,18.6,70.78311998,1.3217680642919567,5.19759216300001,Q4 (highest)
13321,GA,Worth,4,Small metro,1,37.6,33.9,38.9,18.9,73.319070105,1.6898015628821994,2.6616420380000108,Q2
15001,HI,Hawaii,5,Micropolitan,0,27.3,22.3,27.2,14.5,80.162389086,-0.6819698724771464,-4.181676942999999,Q1 (lowest)
15003,HI,Honolulu,3,Medium metro,1,25.0,22.4,25.3,10.3,82.000956832,-0.661523566999911,-6.020244688999995,Q1 (lowest)
15005,HI,Kalawao,4,Small metro,1,28.1,22.5,33.0,14.1,82.018950268,-0.641077261522675,-6.038238124999992,Q1 (lowest)
15007,HI,Kauai,5,Micropolitan,0,23.8,21.2,24.1,12.4,82.438464602,-0.9068792327267398,-6.457752458999991,Q1 (lowest)
15009,HI,Maui,4,Small metro,1,24.1,19.1,26.2,13.4,82.036943704,-1.33625164774869,-6.05623156099999,Q1 (lowest)
16001,ID,Ada,3,Medium metro,1,28.5,18.4,29.0,10.4,79.978807971,-1.4793757860893408,-3.9980958279999896,Q1 (lowest)
16003,ID,Adams,6,Non-core (rural),0,31.8,28.0,34.2,14.3,80.777648475,0.4834695397252909,-4.796936332000001,Q1 (lowest)
16005,ID,Bannock,4,Small metro,1,38.0,21.7,33.0,13.3,75.996696845,-0.8046477053405611,-0.01598470199999724,Q3
16007,ID,Bear Lake,6,Non-core (rural),0,34.7,24.7,31.0,13.8,77.705512468,-0.19125854102348877,-1.7248003249999897,Q1 (lowest)
16009,ID,Benewah,6,Non-core (rural),0,33.2,27.3,36.0,17.1,73.699843654,0.34034540138464087,2.2808684889999995,Q1 (lowest)
16011,ID,Bingham,5,Micropolitan,0,37.1,24.4,39.2,14.0,75.653368483,-0.25259745745519613,0.327343660000011,Q2
16013,ID,Blaine,5,Micropolitan,0,29.5,18.8,23.1,9.6,84.305373364,-1.3975905641803974,-8.324661221,Q1 (lowest)
16015,ID,Boise,3,Medium metro,1,28.5,22.6,31.9,11.7,78.986182878,-0.6206309560454389,-3.0054707349999887,Q1 (lowest)
16017,ID,Bonner,5,Micropolitan,0,32.1,21.1,31.8,12.9,78.521032762,-0.9273255382039751,-2.540320618999999,Q1 (lowest)
16019,ID,Bonneville,4,Small metro,1,36.2,21.4,33.5,11.4,76.711164101,-0.8659866217722685,-0.7304519579999891,Q2
16021,ID,Boundary,6,Non-core (rural),0,34.4,26.0,33.3,15.2,78.321870331,0.07454343018057603,-2.3411581879999943,Q1 (lowest)
16023,ID,Butte,4,Small metro,1,34.300000000000004,27.4,35.7,17.3,75.245968282,0.36079170686187617,0.7347438609999983,Q1 (lowest)
16025,ID,Camas,5,Micropolitan,0,34.1,21.3,29.7,12.4,77.624514403,-0.8864329272495037,-1.643802260000001,Q1 (lowest)
16027,ID,Canyon,3,Medium metro,1,36.5,24.9,35.5,12.6,77.991603523,-0.15036593006901744,-2.0108913799999897,Q2
16029,ID,Caribou,6,Non-core (rural),0,32.6,24.0,34.8,13.6,77.578934965,-0.33438267936413885,-1.5982228219999968,Q1 (lowest)
16031,ID,Cassia,5,Micropolitan,0,35.8,26.4,37.5,13.0,77.04108105,0.1563286520895187,-1.0603689069999973,Q2
16033,ID,Clark,6,Non-core (rural),0,33.7,29.0,36.7,13.9,77.624514403,0.6879325944976483,-1.643802260000001,Q1 (lowest)
16035,ID,Clearwater,6,Non-core (rural),0,33.6,22.6,31.8,14.7,78.300138485,-0.6206309560454389,-2.319426342,Q1 (lowest)
16037,ID,Custer,6,Non-core (rural),0,33.7,24.3,31.5,13.3,76.90090692,-0.27304376293243143,-0.9201947769999919,Q1 (lowest)
16039,ID,Elmore,5,Micropolitan,0,36.8,24.6,34.2,14.6,77.853184397,-0.21170484650072408,-1.8724722540000016,Q2
16041,ID,Franklin,4,Small metro,1,37.5,22.1,35.9,12.9,79.470165013,-0.7228624834316176,-3.489452869999994,Q2
16043,ID,Fremont,5,Micropolitan,0,31.7,22.7,32.7,12.9,77.903114215,-0.6001846505682037,-1.922402071999997,Q1 (lowest)
16045,ID,Gem,3,Medium metro,1,31.9,24.5,33.0,13.3,76.001602225,-0.23215115197796013,-0.02089008199999398,Q1 (lowest)
16047,ID,Gooding,6,Non-core (rural),0,36.9,28.7,34.1,15.4,77.670093841,0.626593678065941,-1.6893816979999912,Q2
16049,ID,Idaho,6,Non-core (rural),0,32.6,22.4,32.1,13.1,79.130916217,-0.661523566999911,-3.1502040740000012,Q1 (lowest)
16051,ID,Jefferson,4,Small metro,1,31.9,21.4,33.0,12.2,77.965636645,-0.8659866217722685,-1.9849245019999984,Q1 (lowest)
16053,ID,Jerome,5,Micropolitan,0,38.2,29.9,35.8,15.7,77.270854236,0.8719493437927698,-1.290142093,Q3
16055,ID,Kootenai,4,Small metro,1,28.6,19.6,31.5,12.3,78.508931148,-1.2340201203625112,-2.528219004999997,Q1 (lowest)
16057,ID,Latah,5,Micropolitan,0,31.4,19.0,31.6,11.6,81.857609709,-1.356697953225926,-5.876897565999997,Q1 (lowest)
16059,ID,Lemhi,6,Non-core (rural),0,31.8,23.2,30.6,13.4,75.195906343,-0.49795312318202495,0.7848058000000009,Q1 (lowest)
16061,ID,Lewis,6,Non-core (rural),0,33.7,26.7,35.5,16.5,74.547280864,0.2176675685212261,1.433431279000004,Q1 (lowest)
16063,ID,Lincoln,5,Micropolitan,0,33.1,27.9,34.2,14.3,77.380183317,0.46302323424805486,-1.3994711739999985,Q1 (lowest)
16065,ID,Madison,5,Micropolitan,0,36.9,25.0,34.0,15.4,79.367499078,-0.12991962459178139,-3.3867869349999893,Q2
16067,ID,Minidoka,5,Micropolitan,0,37.6,28.9,36.4,13.5,77.071599564,0.6674862890204123,-1.0908874209999908,Q2
16069,ID,Nez Perce,4,Small metro,1,36.6,23.7,38.1,13.5,76.222431376,-0.3957215957958462,-0.24171923299999776,Q2
16071,ID,Oneida,6,Non-core (rural),0,31.6,21.2,32.2,12.9,78.426352742,-0.9068792327267398,-2.4456405990000007,Q1 (lowest)
16073,ID,Owyhee,3,Medium metro,1,34.7,30.7,33.5,16.4,75.838137455,1.0355197876106559,0.1425746880000105,Q1 (lowest)
16075,ID,Payette,5,Micropolitan,0,38.9,26.7,31.5,14.6,76.840076849,0.2176675685212261,-0.8593647059999938,Q3
16077,ID,Power,6,Non-core (rural),0,38.7,27.4,38.0,13.8,76.551713737,0.36079170686187617,-0.5710015939999948,Q3
16079,ID,Shoshone,6,Non-core (rural),0,38.0,28.1,35.9,15.9,74.035105179,0.503915845202527,1.9456069640000067,Q3
16081,ID,Teton,5,Micropolitan,0,26.9,19.0,32.0,10.1,81.832561654,-1.356697953225926,-5.8518495109999975,Q1 (lowest)
16083,ID,Twin Falls,5,Micropolitan,0,34.7,27.1,33.3,13.3,76.584848436,0.29945279043016954,-0.6041362929999963,Q1 (lowest)
16085,ID,Valley,6,Non-core (rural),0,30.5,22.6,33.3,13.2,83.018115771,-0.6206309560454389,-7.037403627999993,Q1 (lowest)
16087,ID,Washington,6,Non-core (rural),0,36.7,26.9,33.8,16.0,76.306104779,0.2585601794756974,-0.32539263599998947,Q2
17001,IL,Adams,5,Micropolitan,0,36.3,24.1,37.8,14.4,77.185468349,-0.3139363738869028,-1.204756205999999,Q2
17003,IL,Alexander,4,Small metro,1,43.7,33.3,45.3,20.2,68.590356401,1.5671237300187848,7.390355742000011,Q4 (highest)
17005,IL,Bond,2,Large fringe metro,1,38.5,23.7,39.8,15.9,77.742082727,-0.3957215957958462,-1.761370583999991,Q3
17007,IL,Boone,3,Medium metro,1,34.2,24.7,36.8,14.1,79.223042215,-0.19125854102348877,-3.2423300720000015,Q1 (lowest)
17009,IL,Brown,6,Non-core (rural),0,39.7,26.3,41.6,17.8,78.213475363,0.1358823466122834,-2.2327632199999954,Q3
17011,IL,Bureau,5,Micropolitan,0,37.7,23.8,38.1,14.8,77.192453931,-0.3752752903186102,-1.2117417879999977,Q3
17013,IL,Calhoun,2,Large fringe metro,1,34.599999999999994,19.6,35.3,12.9,77.319179845,-1.2340201203625112,-1.3384677019999884,Q1 (lowest)
17015,IL,Carroll,6,Non-core (rural),0,38.0,23.9,38.8,16.2,77.742812108,-0.3548289848413749,-1.7620999649999902,Q3
17017,IL,Cass,6,Non-core (rural),0,37.6,26.6,40.6,15.8,75.84462185,0.1972212630439908,0.1360902930000094,Q2
17019,IL,Champaign,4,Small metro,1,32.300000000000004,20.1,34.0,11.1,79.145997975,-1.1317885929763325,-3.165285831999995,Q1 (lowest)
17021,IL,Christian,5,Micropolitan,0,38.5,24.0,38.1,16.5,75.628335259,-0.33438267936413885,0.35237688400000877,Q3
17023,IL,Clark,6,Non-core (rural),0,34.8,23.2,37.3,15.1,75.573611701,-0.49795312318202495,0.40710044200000084,Q1 (lowest)
17025,IL,Clay,6,Non-core (rural),0,36.6,27.8,41.5,17.8,76.682366741,0.44257692877081956,-0.7016545979999904,Q2
17027,IL,Clinton,2,Large fringe metro,1,34.8,21.0,40.2,14.1,79.74591402,-0.9477718436812111,-3.7652018769999955,Q1 (lowest)
17029,IL,Coles,5,Micropolitan,0,35.5,24.2,37.7,14.8,76.453093607,-0.2934900684096675,-0.47238146399999437,Q2
17031,IL,Cook,1,Large central metro,1,31.4,22.8,31.0,11.2,77.888641645,-0.5797383450909677,-1.9079295020000018,Q1 (lowest)
17033,IL,Crawford,6,Non-core (rural),0,36.3,22.9,40.0,15.7,78.370705064,-0.5592920396137323,-2.389992921000001,Q2
17035,IL,Cumberland,5,Micropolitan,0,35.7,23.3,38.5,14.5,77.906854531,-0.4775068177047889,-1.9261423879999882,Q2
17037,IL,DeKalb,2,Large fringe metro,1,37.6,22.5,37.1,12.6,77.813036345,-0.641077261522675,-1.8323242019999952,Q2
17039,IL,De Witt,4,Small metro,1,37.2,22.5,38.2,15.3,74.646153739,-0.641077261522675,1.3345584040000062,Q2
17041,IL,Douglas,6,Non-core (rural),0,36.4,24.7,38.8,15.1,78.474693411,-0.19125854102348877,-2.493981267999999,Q2
17043,IL,DuPage,2,Large fringe metro,1,30.3,19.0,29.2,9.5,81.646448478,-1.356697953225926,-5.665736334999991,Q1 (lowest)
17045,IL,Edgar,6,Non-core (rural),0,36.4,26.8,37.5,16.4,74.844006667,0.23811387399846212,1.136705476000003,Q2
